ID,Porig,Pnew,ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype
18980586,0.59147392,0.59146363,251.494644,18.92079,1.19,0.38,1.01,0.18,-0.2280644,0.58,-0.09,-0.98,16.59,183,1
18989676,0.595321,0.59530239,250.215363,17.809683,1.17,0.3,1.35,0.42,-0.2252488,0.38,-0.66,-0.85,15.78,62,1
19006702,0.61763386,0.61763813,251.656403,19.013435,1.23,0.11,0.93,0.29,-0.2092689,0.95,-0.65,-0.44,16.38,182,1
19008895,0.29602903,0.29602907,250.336624,19.204723,1.17,0.0,1.15,0.37,-0.5286657,0.48,0.14,-0.99,16.46,167,2
19012211,0.65935803,0.65936695,251.627289,19.655344,1.19,-0.07,0.57,0.19,-0.1808787,0.65,-0.25,-0.47,16.82,190,1
19013715,0.61245798,0.61243173,250.216339,20.802055,1.23,-0.14,0.49,0.32,-0.2129237,0.65,-0.92,0.28,16.52,215,1
19013854,0.53407691,0.53405759,250.862473,19.229425,1.23,-0.05,0.7,0.23,-0.2723962,0.7,-0.71,-0.32,16.38,183,1
19024518,0.35583708,0.35583249,251.277039,22.64101,1.22,-0.03,0.77,0.08,-0.4487488,0.38,-0.05,-0.97,15.96,199,2
19033183,0.47828295,0.47827928,251.97049,21.684616,1.18,0.22,1.09,0.48,-0.3203151,0.83,-0.54,-0.73,16.75,202,1
19036607,0.372274,0.37226889,250.732727,21.193249,1.18,-0.03,0.56,0.04,-0.4291373,0.49,0.14,-1.09,16.5,184,2
19061592,0.70421391,0.70421273,250.753021,26.292852,1.19,0.28,1.05,0.31,-0.1522954,0.44,0.53,0.28,16.44,205,1
19063684,0.61298889,0.61300555,251.707245,26.33885,1.26,-0.2,0.41,0.24,-0.2125474,0.69,-0.5,-0.68,15.44,207,1
19070350,0.53844506,0.53843641,251.63382,25.336514,1.24,0.1,0.88,0.32,-0.2688586,0.74,-0.56,-0.45,15.93,163,1
19082421,0.56238289,0.56239211,250.926788,27.590052,1.21,0.32,1.31,0.34,-0.2499679,0.74,-0.59,-0.75,16.21,210,1
19100907,0.67465198,0.67462975,251.824112,30.683756,1.17,0.29,1.01,0.06,-0.1709202,0.6,-0.26,-0.71,16.78,214,1
19105307,0.49804295,0.49803603,251.572723,30.003239,1.19,-0.32,0.45,0.2,-0.3027332,0.87,-0.51,-0.7,16.22,219,1
19112080,0.49592797,0.4959261,251.825409,32.615631,1.22,0.04,0.64,-0.18,-0.3045814,0.96,-1.35,0.8,16.31,200,1
19115211,0.747943,0.74793265,251.268951,32.216003,1.08,0.32,1.24,0.31,-0.1261315,0.56,-0.56,-0.91,15.54,236,1
19156959,0.51735601,0.51735195,250.959106,37.461769,1.18,0.17,1.06,0.35,-0.2862105,0.91,-1.13,0.24,15.22,103,1
19158666,0.61137898,0.6114085,250.401505,37.592705,1.3,0.34,1.34,0.38,-0.2136895,0.47,0.1,0.52,16.26,187,1
19158769,0.40999995,0.40999756,251.057877,37.178253,1.21,0.16,1.06,0.25,-0.3872162,0.36,-0.14,-1.29,15.3,194,2
19191253,0.28815702,0.28816017,251.310776,42.56134,1.18,0.08,0.95,0.3,-0.5403708,0.48,-0.11,-1.37,15.85,217,2
19207944,0.49351198,0.49351688,250.414841,45.795406,1.23,0.01,0.85,0.34,-0.3067023,1.03,-0.69,-0.68,16.95,215,1
19210556,0.49402099,0.49401803,251.668945,45.768429,1.3,-0.14,0.69,0.36,-0.3062546,0.98,-0.88,-0.37,16.24,160,1
19224554,0.69571009,0.69569624,250.138657,47.842167,1.12,0.3,1.39,0.62,-0.1575717,0.76,-0.48,-0.07,15.96,210,1
19224568,0.73043,0.73043785,250.237198,48.677841,1.09,0.08,0.95,0.46,-0.1364214,0.57,-0.02,-0.87,15.72,204,1
19224720,0.56421795,0.56420632,250.558975,47.590714,1.15,0.14,1.17,0.61,-0.2485531,0.81,-0.21,-0.38,16.71,177,1
19226503,0.49949598,0.49949554,250.623627,49.716267,1.19,0.32,1.17,0.36,-0.301468,0.77,-0.86,-0.17,15.1,217,1
19256871,0.49350903,0.4935157,251.407867,75.860474,1.16,0.28,1.18,0.65,-0.3067049,0.9,-0.52,-0.45,16.65,173,1
19261207,0.97815212,0.97814128,250.150864,10.445554,1.1,0.28,1.37,0.34,-0.0095936,0.75,-0.99,-0.01,15.13,177,1
19292869,0.53296894,0.5329765,253.641479,16.153299,1.18,0.32,1.1,0.35,-0.2732981,0.61,-0.55,-0.82,16.61,158,1
19293430,0.29491604,0.29491852,252.867233,16.636261,1.28,-0.12,0.56,0.11,-0.5303016,0.52,0.11,-1.05,16.27,217,2
19296451,0.51895894,0.51895803,253.276932,16.95421,1.2,-0.2,0.67,0.18,-0.284867,0.88,-0.99,0.24,16.45,150,1
19299502,0.63577888,0.63577266,253.456604,15.370646,1.15,0.33,1.2,0.24,-0.1966939,0.37,-0.3,-1.06,14.98,56,1
19328398,0.52994793,0.52994482,252.421707,20.561951,1.19,0.29,0.94,0.24,-0.2757668,0.76,-0.64,0.44,16.75,209,1
19337929,0.63915796,0.63913472,253.623108,20.615559,1.19,0.29,1.16,0.29,-0.1943918,0.5,-0.36,-0.25,16.15,57,1
19343889,0.60972008,0.60973117,253.369919,22.204681,1.24,-0.0,0.87,0.35,-0.2148695,0.8,-0.67,-0.66,16.0,205,1
19356745,0.5494561,0.54943804,253.750778,21.051943,1.22,-0.19,0.69,0.2,-0.260067,0.85,-0.42,-0.95,15.83,233,1
19372092,0.601372,0.60135918,252.551331,23.487589,1.25,0.05,1.15,0.48,-0.2208568,0.51,-0.7,0.1,16.67,193,1
19378602,0.65749613,0.65749612,252.032425,23.596233,1.2,0.29,1.2,0.05,-0.1821068,0.67,-0.46,-0.23,16.63,229,1
19379140,0.56968292,0.5696816,252.013626,23.519552,1.2,-0.09,0.91,0.36,-0.2443668,0.58,-0.61,-0.62,15.93,153,1
19403325,0.65684606,0.65685253,252.03006,28.617229,1.1,0.28,1.61,0.59,-0.1825364,0.74,-0.42,-0.74,16.65,236,1
19408994,0.6497551,0.64975339,252.756866,28.633039,1.15,-0.04,1.07,0.31,-0.1872503,0.82,3.16,18.59,16.2,217,1
19409771,0.57083803,0.57083847,252.661301,27.977852,1.25,-0.1,0.85,0.46,-0.2434871,0.71,-0.61,-0.45,15.36,217,1
19411836,0.51864799,0.51866018,252.008347,27.856937,1.27,-0.13,0.8,0.37,-0.2851273,0.79,-0.4,-0.83,15.92,150,1
19415071,0.82123793,0.82122505,252.679794,28.143822,1.15,0.31,1.06,0.23,-0.085531,0.31,0.23,-0.48,14.92,222,1
19420546,0.55664101,0.55663516,252.114319,28.112757,1.24,-0.17,0.41,-0.05,-0.2544248,0.82,-0.06,-1.11,16.36,228,1
19427328,0.57711611,0.57711821,252.816711,30.449724,1.18,0.17,1.0,0.08,-0.2387368,0.99,-0.85,-0.39,14.97,155,1
19431073,0.52810503,0.52809535,253.430832,30.633179,1.21,-0.26,0.7,0.54,-0.2772797,0.93,-0.69,-0.61,16.59,215,1
19448961,0.33589706,0.33589057,252.894836,32.550243,1.17,-0.15,0.68,0.05,-0.4737938,0.48,-0.17,-0.73,16.36,251,2
19459131,0.62233195,0.62232848,252.117004,34.813244,1.19,0.31,1.18,0.29,-0.2059779,0.52,-0.05,-0.27,16.49,215,1
19466437,0.542634,0.5426495,252.415939,34.97197,1.18,0.27,0.97,0.22,-0.265493,0.88,-0.86,-0.2,15.78,208,1
19472283,0.695936,0.69591547,253.086304,36.136284,1.2,0.01,0.55,0.2,-0.1574307,0.66,0.1,-1.32,16.22,194,1
19481276,0.53459599,0.53458955,252.385834,35.776012,1.18,0.16,0.97,0.19,-0.2719743,0.85,-0.91,-0.37,16.19,205,1
19488878,0.28905701,0.28906113,252.460205,37.727203,1.26,-0.14,0.77,0.16,-0.5390165,0.49,-0.25,-1.33,16.01,225,2
19498410,0.33166703,0.33166849,252.065826,38.573074,1.24,-0.08,0.71,0.12,-0.4792977,0.34,-0.37,-1.39,15.57,92,2
19502772,0.31629403,0.31629376,252.904251,40.099731,1.27,-0.06,0.72,0.25,-0.499909,0.38,-0.13,-1.33,15.01,237,2
19505504,0.67934299,0.67932904,252.082306,40.479221,1.14,0.34,1.0,0.09,-0.1679109,0.7,-0.5,-1.02,15.55,216,1
19508548,0.70453796,0.70453497,252.434402,39.649292,1.13,0.33,1.22,0.33,-0.1520956,0.72,0.0,-1.1,15.62,231,1
19517555,0.66883008,0.66884268,252.001419,42.396976,1.23,0.11,0.89,0.39,-0.1746842,0.49,-0.42,-0.85,16.34,204,1
19521959,0.64587296,0.64586342,252.460007,42.720482,1.21,-0.01,0.98,0.72,-0.1898529,0.73,-0.59,-0.21,16.37,219,1
19532942,0.61886112,0.61885705,252.845062,44.909222,1.18,0.22,1.03,0.33,-0.2084068,0.72,-0.74,-0.6,15.52,119,1
19548146,0.64319906,0.64320426,253.330383,48.867523,1.17,0.37,1.1,0.14,-0.1916546,0.43,-0.14,-1.17,15.61,228,1
19554207,0.30923703,0.30923486,253.599228,48.394234,1.22,0.04,0.9,0.29,-0.5097085,0.34,0.18,-1.29,15.61,211,2
19558250,0.58207601,0.58208379,252.445602,49.549358,1.25,-0.07,1.0,0.46,-0.2350203,0.67,-0.33,-0.8,16.13,231,1
19566624,0.667754,0.66776803,253.350677,49.215988,1.09,0.34,1.09,0.36,-0.1753835,0.59,-0.23,-1.03,14.91,140,1
19567682,0.30370595,0.30371057,252.094955,51.653671,1.2,0.03,1.19,0.42,-0.5175467,0.53,-0.09,-1.11,16.54,194,2
19579074,0.45461504,0.45462464,253.160614,62.726379,1.21,-0.03,1.56,0.57,-0.3423562,1.01,-0.92,-0.3,16.61,183,1
19592440,0.44942601,0.44943475,253.962463,10.827898,1.22,-0.25,0.66,0.16,-0.3473418,0.92,-0.93,-0.58,15.99,141,1
19593570,0.58344604,0.58343587,254.917358,11.541339,1.21,0.37,1.34,0.36,-0.2339993,0.8,-0.16,-1.25,15.09,198,1
19597618,0.54533001,0.54532205,254.919861,11.289863,1.22,-0.07,0.83,0.56,-0.2633406,0.83,-0.54,-0.71,16.57,183,1
19612582,0.45380199,0.45379343,254.149185,14.94076,1.19,-0.34,0.4,0.16,-0.3431336,0.94,-0.72,-0.98,15.73,213,1
19618183,0.47323603,0.47322753,254.752441,15.372247,1.25,0.35,1.03,-0.15,-0.3249222,0.97,-0.86,0.51,16.81,157,1
19644291,0.45078193,0.45077872,255.523651,18.712328,1.21,0.19,0.93,0.05,-0.3460335,0.98,-0.62,-0.78,15.56,207,1
19647392,0.284244,0.28424081,254.383606,17.207787,1.28,-0.08,1.11,0.51,-0.5463087,0.51,-0.27,-0.99,16.26,182,2
19655048,0.56534402,0.56533984,255.628326,18.067183,1.17,0.34,1.18,0.16,-0.2476872,0.87,-0.73,-0.67,16.13,221,1
19661763,0.6181321,0.61811644,254.311218,19.051733,1.19,0.36,1.13,0.14,-0.2089187,0.78,-0.72,-0.38,16.9,219,1
19668062,0.50237602,0.50236454,255.373184,19.094019,1.15,0.29,1.01,0.14,-0.2989711,0.87,-0.62,-0.87,16.16,208,1
19670874,0.48321599,0.48321929,254.70929,20.253763,1.19,-0.3,0.34,0.28,-0.3158587,0.67,-1.09,0.53,15.73,161,1
19674074,0.57578003,0.57577848,255.584305,19.504557,1.26,0.01,0.82,0.17,-0.2397434,0.58,-0.24,-0.45,16.55,145,1
19675641,0.30837396,0.30837675,255.489166,20.100239,1.16,0.11,1.06,0.34,-0.5109223,0.36,-0.09,-1.46,15.44,148,2
19683023,0.5119569,0.51194961,254.495773,22.257292,1.16,0.23,1.13,0.4,-0.2907666,0.96,-0.55,-0.94,16.16,218,1
19695942,0.62733989,0.62731618,255.418396,21.50742,1.17,0.26,0.95,0.3,-0.2024971,0.47,-0.59,-0.4,16.0,176,1
19699379,0.60291793,0.6029324,254.355042,22.781845,1.19,0.35,1.05,0.35,-0.2197418,0.45,6.86,65.4,14.78,204,1
19707725,0.55604392,0.55603496,254.955444,24.043776,1.24,0.1,1.03,0.53,-0.2548909,0.5,-0.22,-0.42,16.55,207,1
19725677,0.80224903,0.80221944,254.026077,23.458202,1.16,0.36,1.2,0.31,-0.0956908,0.36,0.03,-1.34,15.3,190,1
19726478,0.57291395,0.57292021,255.055161,24.985176,1.25,0.32,1.31,0.54,-0.2419106,0.66,-0.61,-0.11,16.41,149,1
19735557,0.47067898,0.47066814,255.269012,26.840233,1.19,0.31,0.97,0.24,-0.3272752,0.98,-0.77,-0.18,16.86,190,1
19740740,0.52215495,0.52216162,255.720657,26.259283,1.21,0.34,1.1,0.21,-0.2822006,0.86,-0.54,-0.94,16.11,205,1
19744819,0.6540061,0.65402213,255.767365,25.298361,1.16,0.26,1.0,0.22,-0.1844182,0.53,0.09,-1.29,15.79,203,1
19746663,0.33192304,0.33192327,255.615601,28.657778,1.25,0.03,0.98,0.34,-0.4789626,0.37,0.02,-1.32,15.74,134,2
19752017,0.58953596,0.58953848,255.543198,28.807331,1.19,0.34,1.35,0.34,-0.2294897,0.51,-0.08,-1.09,14.54,128,1
19757037,0.56950704,0.56949551,254.979218,29.387707,1.17,0.33,1.37,0.35,-0.2445009,0.72,-0.29,-0.98,16.14,230,1
19758292,0.54938096,0.54937922,254.491348,30.712397,1.16,-0.07,0.53,-0.19,-0.2601264,0.78,-0.39,-0.94,16.89,226,1
19761849,0.57846302,0.57847213,255.202805,30.237598,1.1,0.03,1.6,0.29,-0.2377244,0.61,-1.04,0.14,14.57,87,1
19765790,0.49181798,0.49181269,254.633194,29.906601,1.16,0.26,1.1,0.22,-0.3081956,0.84,-0.54,-0.57,16.38,246,1
19772953,0.58775604,0.58776995,255.054413,32.030182,1.26,-0.02,0.95,0.41,-0.2308029,0.74,-0.02,-0.46,16.61,240,1
19773423,0.47624398,0.47625521,254.20932,32.335747,1.24,-0.11,0.92,0.43,-0.3221705,0.92,-0.48,-0.89,16.23,240,1
19775800,0.31085804,0.3108577,254.721375,32.834099,1.28,-0.2,0.61,0.23,-0.5074379,0.49,0.26,0.03,15.91,292,2
19780691,0.63745804,0.63743082,255.014038,32.020134,1.15,0.25,1.27,0.63,-0.1955484,0.89,-0.07,0.69,16.76,238,1
19786391,0.56916502,0.5691474,255.274307,32.122101,1.19,0.35,1.13,0.32,-0.2447618,0.7,-0.37,-0.93,16.11,205,1
19788178,0.51587502,0.51586159,254.014404,32.267677,1.19,0.24,1.04,0.25,-0.2874555,0.89,-0.66,-0.97,14.98,225,1
19792797,0.58851698,0.58848635,254.724396,34.482861,1.2,0.14,1.0,0.31,-0.230241,0.63,-0.57,0.03,15.03,200,1
19798914,0.56043803,0.56043431,254.683197,33.585201,1.18,0.35,1.22,0.32,-0.2514724,0.81,-1.08,0.93,15.87,214,1
19806944,0.51379397,0.51377686,255.112839,36.937538,1.12,0.26,1.08,0.26,-0.289211,0.85,-0.85,-0.23,15.82,198,1
19809329,0.60866902,0.60867545,255.759216,35.857197,1.11,0.29,1.29,0.15,-0.2156188,0.88,-0.3,-1.24,15.74,156,1
19809695,0.62718289,0.62716666,255.589081,36.261684,1.2,0.17,1.13,0.9,-0.2026058,0.53,0.15,-0.4,16.89,188,1
19813857,0.41909994,0.41909683,255.132797,35.289589,1.12,0.06,0.68,0.01,-0.3776824,0.38,0.02,-1.05,15.43,207,2
19816005,0.51118394,0.51120254,254.000748,35.84473,1.19,0.11,0.81,0.21,-0.2914228,0.92,-0.58,-0.34,16.5,148,1
19817821,0.50552705,0.50553107,255.210007,36.147488,1.2,-0.04,0.46,-0.02,-0.2962556,0.96,-0.94,-0.04,16.15,131,1
19838287,0.56839598,0.56838071,255.659882,39.540863,1.21,0.27,1.05,0.43,-0.245349,0.64,-0.33,-1.02,15.17,246,1
19845547,0.69234793,0.69233963,255.437927,40.959011,1.23,0.35,1.3,0.35,-0.1596756,0.44,0.07,-0.89,16.08,217,1
19852177,0.57764298,0.57764889,255.520279,42.766087,1.12,0.18,1.21,0.23,-0.2383405,0.6,-0.15,-1.21,15.63,190,1
19854346,0.49563504,0.4956337,254.771042,42.946812,1.15,0.31,1.05,-0.05,-0.304838,0.97,-0.74,-0.65,16.26,199,1
19858292,0.521524,0.5215268,255.986786,41.611584,1.21,0.04,1.11,0.4,-0.2827257,0.82,-0.69,0.79,16.87,211,1
19876677,0.5722749,0.57226849,255.341019,46.475624,1.1,0.37,1.04,0.27,-0.2423953,0.67,-0.9,-0.34,14.99,216,1
19882206,0.49810901,0.49810116,255.592087,45.946602,1.2,0.03,0.61,0.23,-0.3026756,0.93,-0.92,-0.33,15.35,143,1
19886966,0.50229204,0.50229033,255.606903,48.995274,1.22,-0.14,1.27,0.91,-0.2990437,0.88,-0.69,-0.46,16.71,207,1
19902731,0.30624901,0.30624912,255.642548,59.33168,1.19,-0.14,0.67,0.17,-0.5139253,0.49,0.36,-0.78,16.38,164,2
19917165,0.37334299,0.37334172,255.307083,63.819618,1.17,0.09,0.8,0.15,-0.427892,0.43,0.35,-0.92,15.38,176,2
19925031,0.36172998,0.36173534,254.279785,74.834831,1.22,-0.01,0.74,0.28,-0.4416155,0.47,0.23,-0.17,16.19,189,2
19959995,0.55993691,0.5599405,257.34549,19.737093,1.17,0.14,0.91,0.16,-0.2518609,0.69,-0.46,-0.75,16.1,175,1
19976574,0.618797,0.61881373,256.015442,20.833565,1.13,0.18,1.4,0.37,-0.2084518,0.76,-1.04,0.12,15.64,121,1
19984166,0.58058499,0.58058216,256.043274,22.865316,1.15,0.32,1.09,0.42,-0.2361342,0.8,-0.29,-0.57,16.72,227,1
20011179,0.38298397,0.38299237,257.064972,23.328094,1.15,0.14,0.96,0.21,-0.4168194,0.47,-0.31,-1.13,15.32,204,2
20035511,0.59640792,0.59642287,257.284576,27.741943,1.19,0.09,0.69,0.31,-0.2244566,0.81,-0.58,-0.83,15.5,214,1
20037383,0.48917798,0.48918907,257.714508,28.790131,1.22,0.3,1.15,0.04,-0.3105331,0.84,-0.43,-0.98,15.19,226,1
20049373,0.67777602,0.67779083,257.797913,27.901264,1.22,0.32,1.03,0.28,-0.1689138,0.61,-0.25,-0.6,16.26,193,1
20051838,0.62256098,0.62258033,257.846741,28.677757,1.14,0.29,1.26,0.34,-0.2058181,0.6,-0.73,-0.6,14.97,194,1
20056718,0.48411707,0.48412644,257.526337,29.075249,1.2,0.23,1.02,0.32,-0.3150496,1.0,-0.42,-1.14,16.4,209,1
20061356,0.60541601,0.6054127,256.83078,30.977699,1.19,0.07,0.89,0.26,-0.2179461,0.51,-0.11,-1.13,15.22,190,1
20063211,0.63241302,0.63242663,256.132782,29.280645,1.23,0.24,0.75,0.09,-0.1989992,0.73,-0.09,-0.98,16.85,206,1
20067913,0.5520299,0.55203701,256.357849,29.659573,1.21,0.39,1.04,0.36,-0.2580374,0.55,-0.5,-0.94,15.1,117,1
20071890,0.33858,0.33858526,256.80835,31.234325,1.13,0.12,0.72,0.06,-0.4703387,0.4,-0.17,-1.26,16.36,220,2
20072948,0.67850304,0.67850829,256.763092,32.276405,1.23,0.07,0.89,0.35,-0.1684482,0.56,2.89,26.51,15.12,257,1
20075891,0.28409802,0.28410502,257.515167,32.374527,1.2,-0.05,0.94,0.18,-0.5465318,0.53,0.89,3.82,16.41,213,2
20092061,0.63887295,0.63885229,256.955353,34.736294,1.2,0.33,1.28,0.43,-0.1945855,0.34,0.08,-1.1,15.15,193,1
20098606,0.54498594,0.54498048,256.453217,33.588238,1.13,0.29,1.23,0.13,-0.2636147,0.89,-0.37,-1.36,14.82,205,1
20105424,0.29853895,0.29853769,256.667694,33.71064,1.16,0.07,1.02,0.29,-0.524999,0.57,0.14,-0.97,16.72,215,2
20107944,0.59847898,0.59849015,257.284637,35.7332,1.21,0.31,0.74,0.08,-0.2229511,0.63,0.14,-0.76,16.39,215,1
20128903,0.60732394,0.60731332,257.167816,38.796551,1.24,0.37,1.39,0.65,-0.2165796,0.85,-0.28,-0.49,16.43,207,1
20132306,0.45397099,0.45396101,257.566315,38.785477,1.21,0.07,0.77,0.34,-0.3429719,1.04,-0.76,-0.67,16.19,196,1
20151328,0.67599394,0.67598527,256.727051,39.369511,1.18,0.2,0.99,0.28,-0.1700572,0.77,-0.84,-0.47,15.9,216,1
20158313,0.52782797,0.52782841,257.702698,41.618816,1.17,0.3,1.12,0.32,-0.2775076,0.86,-0.42,-1.12,15.28,171,1
20161009,0.63838901,0.63838156,256.421326,42.832474,1.15,0.36,1.45,0.42,-0.1949146,0.65,-0.24,-1.23,16.66,206,1
20169929,0.62103103,0.62105524,257.837708,44.900154,1.14,0.32,1.11,0.01,-0.2068867,0.69,-0.71,-0.54,15.78,81,1
20171137,0.62916695,0.62915163,257.372772,43.756664,1.12,0.29,1.12,0.42,-0.2012341,0.75,-0.58,-0.98,15.4,207,1
20174974,0.58470095,0.58471536,256.869873,43.400257,1.17,0.32,1.07,-0.01,-0.2330662,0.77,-0.33,-0.77,15.62,219,1
20208482,0.66893697,0.66892644,256.438171,61.967072,1.2,0.34,1.21,0.33,-0.1746148,0.33,0.2,-1.2,14.7,174,1
20213977,0.56372306,0.56370375,257.018311,63.60429,1.13,0.1,1.03,0.21,-0.2489342,0.64,-0.82,-0.06,15.42,149,1
20221780,0.57898392,0.57898169,257.555695,65.75605,1.17,0.16,0.86,0.3,-0.2373335,0.61,-0.89,-0.59,15.21,150,1
20227792,0.48012199,0.48013211,257.774994,72.253563,1.2,0.22,0.99,0.02,-0.3186484,0.89,-0.63,-0.38,14.95,155,1
20241611,0.71241803,0.71244125,258.055298,22.336197,1.08,0.34,1.31,0.44,-0.1472651,0.38,-0.21,-1.24,15.57,200,1
20251358,0.34259001,0.34258355,259.826721,24.606276,1.14,-0.02,0.89,0.25,-0.4652253,0.43,1.15,3.32,15.06,129,2
20256416,0.47288496,0.47290843,259.23407,26.691984,1.25,-0.3,0.59,0.28,-0.3252445,0.91,-0.73,-0.75,16.23,150,1
20269515,0.51135205,0.51134619,258.264191,26.224445,1.18,0.32,1.15,0.35,-0.29128,0.7,-0.56,-1.07,15.29,188,1
20270338,0.54335504,0.54334077,258.676147,25.391142,1.18,0.17,0.91,0.34,-0.2649163,0.95,-0.42,0.01,16.77,181,1
20271572,0.53680197,0.5367921,259.351654,26.811602,1.21,0.3,1.21,0.16,-0.2701859,0.68,-0.4,-1.06,16.06,181,1
20278860,0.52813895,0.5281514,259.111084,28.099016,1.23,-0.32,1.29,0.42,-0.2772518,0.73,-0.88,-0.28,15.06,235,1
20279879,0.46845599,0.468454,259.574371,27.466709,1.18,0.25,1.34,0.2,-0.3293312,0.85,-1.08,0.46,15.96,212,1
20280523,0.59733698,0.59733093,258.217957,27.065052,1.14,0.37,1.35,0.24,-0.2237806,0.52,-0.3,-0.71,16.46,86,1
20281293,0.53143102,0.53144854,258.419464,27.988819,1.21,-0.24,0.41,0.38,-0.2745531,0.86,-0.55,-0.9,16.31,165,1
20293625,0.56662692,0.56663448,258.964294,27.043144,1.19,0.32,1.5,0.65,-0.2467028,0.72,0.13,0.17,16.92,210,1
20302023,0.51430104,0.51429383,259.789825,29.341047,1.23,-0.01,0.92,0.32,-0.2887826,0.89,-0.03,0.9,16.69,216,1
20303778,0.62070108,0.62068082,259.893036,30.23892,1.2,0.36,1.08,0.09,-0.2071175,0.54,-0.22,-0.59,16.87,218,1
20307322,0.51575103,0.51575135,259.060699,30.754547,1.15,0.09,0.82,0.17,-0.2875599,0.37,-0.04,-1.3,15.91,216,1
20313038,0.33647306,0.33647565,258.411865,29.334787,1.2,-0.11,0.8,0.19,-0.4730497,0.42,1.96,7.33,15.61,174,2
20326720,0.49949207,0.49949127,259.011475,32.457973,1.25,-0.16,0.69,0.33,-0.3014714,0.89,-0.64,-0.56,16.08,249,1
20332286,0.50795098,0.50794444,259.576996,32.398823,1.17,0.28,1.13,0.57,-0.2941782,0.94,-0.65,-0.5,16.74,243,1
20344977,0.57687391,0.57688025,259.175842,34.279804,1.23,0.18,0.93,0.33,-0.2389191,0.66,-0.27,-0.85,15.27,223,1
20374810,0.49429999,0.49430326,259.19928,38.940548,1.17,0.26,1.12,0.15,-0.3060094,1.01,-0.63,-0.84,16.15,215,1
20387404,0.52812995,0.52812437,258.997437,38.437225,1.03,0.13,0.96,0.34,-0.2772592,0.88,-0.65,-0.87,14.96,212,1
20398973,0.32160797,0.3216111,258.123108,40.417999,1.24,-0.2,0.59,-0.15,-0.4926732,0.44,0.07,-0.9,16.53,199,2
20409590,0.57087694,0.57087599,259.422668,41.328255,1.15,0.22,0.95,0.33,-0.2434575,0.55,-0.2,-0.88,14.77,197,1
20412789,0.72813499,0.72811827,259.368439,42.754009,1.1,0.32,1.04,0.3,-0.1377881,0.43,-0.29,-1.02,15.04,128,1
20415174,0.51241897,0.51242028,258.711182,41.856319,1.12,0.2,1.2,0.32,-0.2903748,0.84,-1.25,0.91,14.35,172,1
20424888,0.62088805,0.62090466,258.631805,44.059025,1.14,0.12,1.24,0.35,-0.2069867,0.51,0.23,0.42,16.57,164,1
20431810,0.52715205,0.52715244,258.638885,54.81596,1.12,0.29,1.69,0.48,-0.2780641,0.8,-0.86,-0.07,16.68,173,1
20441941,0.6888361,0.6887878,258.045349,57.229172,1.14,0.25,0.91,0.37,-0.1618841,0.53,-0.36,-0.94,15.14,187,1
20453036,0.62764995,0.62765592,258.029388,60.782173,1.13,0.3,1.32,0.31,-0.2022825,0.88,-0.27,-0.91,15.74,209,1
20457074,0.296932,0.296931,259.614166,60.410282,1.26,-0.13,0.78,0.25,-0.527343,0.47,-0.28,-0.58,16.12,160,2
20458871,0.30620001,0.30620053,259.367981,61.153942,1.22,0.25,1.18,0.35,-0.5139948,0.33,-0.1,-1.2,15.45,199,2
20470136,0.65540613,0.65544292,259.396454,64.897614,1.15,0.23,0.85,0.36,-0.1834895,0.57,-0.07,-0.65,16.15,172,1
20507511,0.51386602,0.51387985,260.751617,27.733755,1.17,0.17,0.85,0.32,-0.2891501,0.85,-0.49,-0.74,16.18,216,1
20513210,0.46954303,0.46954852,261.103485,28.840464,1.17,-0.38,0.43,0.34,-0.3283246,1.15,-0.21,-1.18,16.98,217,1
20513220,0.361271,0.36127886,260.28125,28.953697,1.16,-0.13,0.63,0.32,-0.4421669,0.53,-0.01,-0.71,15.88,221,2
20522386,0.62079298,0.62078527,260.196899,28.356041,1.2,0.33,1.25,0.52,-0.2070532,0.84,-0.26,-0.51,16.89,96,1
20538459,0.60104792,0.60105316,261.075409,29.725327,1.17,0.34,1.23,0.58,-0.2210909,0.58,0.62,0.15,16.78,168,1
20543054,0.62689398,0.62689518,261.959686,30.120705,1.23,0.08,0.87,0.72,-0.2028059,0.91,-0.54,-0.69,16.86,209,1
20561543,0.27185905,0.27185913,260.139069,32.854813,1.25,-0.21,0.53,0.18,-0.5656562,0.41,0.06,-1.33,15.65,161,2
20565236,0.57614699,0.57613667,261.733368,32.091721,1.15,0.32,1.37,0.22,-0.2394667,0.68,-0.02,-0.08,15.25,255,1
20566163,0.46186899,0.4618655,260.320679,32.233017,1.11,0.24,1.08,0.31,-0.3354812,1.12,-0.61,-0.75,14.92,206,1
20574050,0.38987501,0.38987465,260.431702,34.020939,1.16,0.05,0.67,0.03,-0.4090746,0.48,-0.37,-0.85,16.4,219,2
20580050,0.46178795,0.46179696,261.504028,33.532154,1.21,0.3,1.14,0.16,-0.3355574,0.98,-0.99,-0.1,15.32,150,1
20668112,0.31028801,0.31028878,261.659546,59.82011,1.14,0.01,0.81,-0.02,-0.508235,0.53,2.23,11.84,14.84,202,2
20671386,0.6362859,0.63626856,261.549896,60.705547,1.19,0.08,0.86,0.13,-0.1963477,0.47,-0.35,-0.64,16.13,183,1
